,GEOID,Complaint Count,BldgAge,NumFloors,AssessTot,BldgArea,BldgDepth,BldgFront,ComArea,FactryArea,GarageArea,NumBldgs,OfficeArea,OtherArea,StrgeArea,StrgeArea,Population
26,36005005002,149.0,87.2886597938,2.38659793814,195645.613402,9758.23195876,80.301185567,36.5632989691,896.201030928,0.0,0.0,1.0206185567,119.943298969,85.3711340206,0.0,0.0,5650.0
27,36005005100,93.0,77.1729323308,2.47368421053,1108407.03008,36684.0827068,100.034887218,74.2211278195,19940.6240602,6008.94736842,916.511278195,1.33834586466,4440.7518797,1993.68421053,5243.78947368,5243.78947368,5653.0
28,36005005200,105.0,73.3909090909,2.04545454545,403641.172727,12957.0545455,75.051,55.5046363636,6427.39090909,454.545454545,1051.26363636,1.17272727273,25.3,3090.09090909,1413.46363636,1413.46363636,2277.0
29,36005005300,53.0,43.5,23.0,16753500.0,826475.0,116.25,189.0,146920.0,0.0,102500.0,3.0,35500.0,0.0,0.0,0.0,3727.0
30,36005005400,182.0,90.1149425287,2.33793103448,104468.843678,4908.30804598,63.2593793103,25.7868045977,878.165517241,45.9770114943,27.0574712644,1.36781609195,82.124137931,424.498850575,0.0,0.0,6219.0
31,36005005600,108.0,92.0211640212,2.21693121693,123807.412698,6082.03703704,67.7707407407,26.9236507937,1498.22751323,0.0,47.1428571429,1.42857142857,0.0,1286.33862434,0.0,0.0,2468.0
32,36005005902,127.0,86.7727272727,3.98863636364,849776.090909,64306.2272727,106.878636364,102.787727273,6948.31818182,0.0,1532.04545455,1.04545454545,1499.63636364,0.0,1961.18181818,1961.18181818,3131.0
33,36005006000,44.0,96.0434782609,2.42391304348,452660.42029,11664.6666667,60.0069565217,34.4811594203,6459.85507246,159.84057971,1968.60869565,1.14492753623,3550.33333333,198.550724638,289.405797101,289.405797101,1256.0
34,36005006100,73.0,59.5625,5.3125,9691175.9375,210839.6875,145.395625,165.828125,156878.75,750.0,34480.4375,1.375,66394.375,45013.625,0.0,0.0,3706.0
35,36005006200,162.0,80.754601227,2.33742331288,267842.208589,14925.3619632,69.4614723926,31.1102453988,683.748466258,0.0,0.0,1.13496932515,17.9141104294,294.766871166,0.0,0.0,7610.0
36,36005006300,514.0,85.1711229947,2.95187165775,6592278.72727,52005.1764706,96.1631016043,92.2556684492,40329.5721925,2843.7486631,12109.4224599,1.13903743316,4911.9144385,9404.29946524,4984.23529412,4984.23529412,4431.0
37,36005006400,97.0,76.5664739884,2.36994219653,56885.0693642,4040.62138728,61.6377456647,22.3936127168,102.49132948,0.0,0.0,1.02023121387,20.0346820809,49.2052023121,0.0,0.0,3590.0
38,36005006500,173.0,84.8486238532,3.35894495413,968529.866972,24531.8027523,77.3214678899,49.9833944954,15796.5,34.2889908257,1779.66972477,1.22018348624,9706.5733945,729.5,187.995412844,187.995412844,5487.0
39,36005006700,110.0,67.9439252336,3.18925233645,374450.196262,14884.2476636,61.4032242991,34.9950934579,4445.30841121,28.3457943925,10.9813084112,1.15887850467,1368.60280374,1749.58878505,301.537383178,301.537383178,7421.0
40,36005006800,101.0,73.625,2.49431818182,75888.7992424,4201.24621212,63.9172348485,23.5490151515,364.431818182,0.0,0.0,1.04545454545,87.803030303,112.208333333,0.0,0.0,3288.0
41,36005006900,156.0,47.0,3.29929577465,265405.234742,13237.657277,53.7661032864,34.2917840376,1510.04694836,0.0,162.0,1.13615023474,495.44600939,415.798122066,52.5821596244,52.5821596244,8554.0
42,36005007000,168.0,78.26875,2.20104166667,56852.3479167,3333.98125,52.3527291667,23.5364791667,328.664583333,0.0,0.416666666667,1.15625,5.25625,177.96875,0.0,0.0,4568.0
43,36005007100,68.0,66.0983606557,3.54098360656,1550376.77049,38936.3770492,100.219344262,77.4273770492,22812.1147541,1075.93442623,1943.96721311,2.47540983607,6220.40983607,2880.21311475,2591.29508197,2591.29508197,2547.0
44,36005007200,147.0,80.3829268293,2.20365853659,85617.0658537,4714.20731707,51.8811463415,24.0687804878,399.343902439,0.0,0.624390243902,1.19512195122,51.0170731707,98.6024390244,0.0,0.0,5822.0
45,36005007300,104.0,55.0212765957,3.4414893617,642354.574468,21205.5212766,71.260106383,48.5203191489,6533.34042553,53.7234042553,118.946808511,1.14893617021,4240.21276596,839.255319149,774.085106383,774.085106383,3761.0
46,36005007400,44.0,37.3769968051,2.56785942492,96530.1373802,5494.61341853,43.2646325879,22.47,663.482428115,0.0,81.7891373802,1.03833865815,581.693290735,0.0,0.0,0.0,3635.0
47,36005007500,137.0,46.6873065015,2.48916408669,208262.96904,9961.9504644,42.8041486068,26.6373374613,1681.79566563,221.479876161,208.083591331,1.15479876161,596.925696594,262.959752322,123.06501548,123.06501548,5599.0
48,36005007600,159.0,80.1111111111,2.32151300236,89262.749409,4788.40189125,58.8820094563,25.3242080378,715.425531915,11.8203309693,25.2695035461,1.18676122931,39.5106382979,387.716312057,20.6619385343,20.6619385343,5587.0
49,36005007700,55.0,45.2705882353,2.73529411765,210324.452941,6578.0,48.9248235294,29.4243529412,2990.31176471,85.5294117647,0.0,1.14705882353,2206.37058824,264.564705882,71.5,71.5,1933.0
50,36005007800,207.0,80.4947735192,2.16506968641,97775.6986063,4450.84494774,52.1711498258,23.7935191638,728.714285714,0.0,7.5574912892,1.19860627178,16.1881533101,549.637630662,2.61324041812,2.61324041812,6518.0
51,36005007900,142.0,79.9822485207,3.43195266272,395076.91716,16369.2426036,63.7075739645,39.2329585799,4239.44970414,59.1715976331,1.4201183432,1.0650887574,2103.63905325,1392.20118343,112.426035503,112.426035503,6420.0
52,36005008300,152.0,62.3412698413,3.26984126984,207257.865079,10138.797619,62.9350793651,42.3561904762,2317.03174603,64.0436507937,420.865079365,1.05158730159,741.007936508,123.261904762,402.337301587,402.337301587,6882.0
53,36005008400,96.0,48.2418952618,2.67955112219,31540.3541147,2287.95511222,42.3954114713,21.0706733167,165.847880299,0.0,67.0498753117,1.05236907731,11.680798005,69.1970074813,0.0,0.0,2289.0
54,36005008500,105.0,89.6626984127,2.69642857143,185888.06746,9742.56746032,62.1466666667,37.874484127,1802.94444444,39.6825396825,626.123015873,1.15079365079,385.047619048,372.78968254,13.8928571429,13.8928571429,5959.0
55,36005008600,48.0,69.9829059829,2.12820512821,256775.213675,13694.8119658,54.0,24.1195726496,338.188034188,0.0,0.0,1.51282051282,20.0683760684,318.11965812,0.0,0.0,3874.0
56,36005008700,128.0,62.8827160494,3.4737654321,505383.438272,16709.5493827,62.5298148148,53.455308642,4096.78395062,0.0,395.203703704,1.06790123457,433.074074074,2228.56790123,44.4444444444,44.4444444444,6002.0
57,36005008900,63.0,69.9423076923,3.30769230769,476499.048077,15961.8653846,72.0464423077,52.6771153846,3989.91346154,0.0,96.1538461538,1.03846153846,314.903846154,2187.98076923,132.596153846,132.596153846,3438.0
58,36005009000,76.0,61.0231788079,1.93738410596,485912.284768,12262.2384106,57.2390728477,42.7520529801,6856.95695364,1830.95695364,1573.61258278,1.33443708609,473.996688742,230.625827815,1834.79470199,1834.79470199,3476.0
59,36005009200,164.0,81.0711297071,2.16945606695,97521.5439331,4508.65271967,53.8215690377,26.7239330544,725.491631799,0.0,78.5460251046,1.23430962343,149.10041841,142.893305439,25.2887029289,25.2887029289,5622.0
60,36005009300,376.0,75.7528089888,1.79178370787,592401.264045,16202.6558989,88.3717696629,63.0256601124,13602.0421348,3243.47191011,946.893258427,1.22893258427,1320.24578652,1975.93539326,5977.04634831,5977.04634831,6517.0
61,36005009600,91.0,69.9523809524,2.00535714286,338843.969048,8939.75238095,65.8292142857,44.1282619048,7035.91428571,1764.1547619,654.838095238,1.2119047619,1356.86190476,2360.43809524,741.861904762,741.861904762,2562.0
62,36005009800,110.0,75.4378306878,2.02525132275,53945.9828042,3389.38359788,42.6430820106,22.173994709,432.96031746,86.1494708995,90.1997354497,1.30952380952,53.2103174603,41.4338624339,118.806878307,118.806878307,5041.0
63,36005011000,36.0,33.2307692308,1.96153846154,2066161.80769,17941.3076923,42.1923076923,31.25,2555.11538462,0.0,0.0,2.34615384615,980.461538462,1092.69230769,481.961538462,481.961538462,153.0
64,36005011502,125.0,78.2682926829,2.44105691057,193505.833333,9169.57723577,69.9004471545,46.2712601626,3204.32520325,1354.10162602,247.195121951,1.10162601626,157.146341463,339.288617886,830.264227642,830.264227642,4566.0
65,36005011700,140.0,66.3181818182,1.84090909091,1812413.93182,50736.7386364,105.966136364,81.9009090909,44284.5340909,1991.32954545,709.215909091,1.68181818182,6291.42045455,6476.43181818,28303.1931818,28303.1931818,1603.0
66,36005011800,99.0,66.5992167102,1.90476501305,143311.937337,3396.65274151,38.54345953,22.8891253264,1413.51174935,0.0,16.1253263708,1.88250652742,100.084856397,1169.74020888,6.43342036554,6.43342036554,5364.0
67,36005011900,175.0,75.1307189542,3.11111111111,399470.385621,14322.6928105,72.3866013072,51.4764705882,2983.39869281,136.104575163,482.405228758,1.23529411765,138.392156863,1176.09150327,0.0,0.0,5603.0
68,36005012101,199.0,57.7733333333,2.99222222222,84384.64,5429.09333333,53.5223111111,30.1323555556,1215.51555556,286.48,50.2222222222,1.03555555556,17.0222222222,656.168888889,58.0,58.0,3057.0
69,36005012102,24.0,88.7179487179,2.89743589744,343703.769231,15280.5384615,89.7351282051,55.0243589744,2895.71794872,517.0,151.384615385,1.17948717949,0.0,743.461538462,613.743589744,613.743589744,1835.0
70,36005012300,171.0,58.2028985507,2.79951690821,247362.995169,11158.3478261,56.8265700483,38.7817391304,3115.88888889,138.164251208,460.06763285,1.07246376812,943.024154589,706.270531401,278.289855072,278.289855072,4379.0
71,36005012500,150.0,49.8226744186,2.76889534884,79128.497093,4786.97093023,47.2896511628,25.4829360465,787.369186047,62.5436046512,53.7034883721,1.02906976744,79.4534883721,285.889534884,88.0813953488,88.0813953488,4272.0
72,36005012701,59.0,52.3825503356,2.69127516779,277995.610738,8253.10738255,47.4125503356,35.0914765101,2665.43624161,0.0,0.0,1.03355704698,582.013422819,1645.44295302,0.0,0.0,1992.0
73,36005012901,151.0,71.0931677019,2.99068322981,343488.590062,13487.1552795,66.2854658385,42.0177639752,3498.66459627,0.0,0.0,1.37267080745,412.850931677,2193.9068323,15.3540372671,15.3540372671,4017.0
74,36005013000,17.0,70.9482758621,2.06646551724,33802.7758621,2204.80603448,41.0425,21.2544396552,96.6767241379,0.0,6.46551724138,1.27586206897,13.7931034483,42.025862069,0.0,0.0,1364.0
75,36005013100,116.0,57.9249146758,2.80631399317,230639.802048,8612.89419795,51.354334471,34.9218430034,2313.22525597,13.1399317406,65.5597269625,1.11262798635,1254.16040956,600.170648464,81.0375426621,81.0375426621,4685.0
76,36005013200,170.0,61.2535957608,2.14635881908,41339.9394398,2375.08781226,39.4597426192,20.7724299773,136.658591976,0.0,2.80847842544,1.16502649508,32.659348978,24.1476154428,6.96442089326,6.96442089326,7426.0
77,36005013300,90.0,79.338028169,3.42253521127,747711.014085,38369.1126761,55.2029577465,37.0304225352,3668.67605634,0.0,12.676056338,1.95774647887,128.0,3349.33802817,7.21126760563,7.21126760563,7284.0
78,36005013500,81.0,64.8910891089,2.75495049505,235842.767327,9065.71782178,52.3635148515,26.0279207921,1757.09405941,0.0,0.0,1.06435643564,1548.76237624,151.50990099,0.0,0.0,3908.0
79,36005013800,100.0,59.4823151125,2.0584244373,65196.1736334,2716.95498392,41.1226366559,21.3645659164,122.366559486,0.0,12.0096463023,3.32797427653,18.1382636656,23.4083601286,2.09003215434,2.09003215434,2989.0
80,36005014100,185.0,72.3129251701,4.01700680272,608761.489796,22631.4897959,65.3927891156,47.4393197279,7335.06122449,236.204081633,363.197278912,1.12925170068,1617.40136054,1988.68707483,204.496598639,204.496598639,5355.0
81,36005014300,38.0,86.5238095238,2.88888888889,580234.095238,20159.8253968,76.4666666667,66.4477777778,15445.1904762,3617.85714286,684.587301587,1.04761904762,614.301587302,4013.36507937,1522.57142857,1522.57142857,968.0
82,36005014400,95.0,60.839869281,1.9885620915,168868.702614,9852.86601307,42.4509477124,23.6677124183,136.437908497,0.0,0.653594771242,1.34967320261,52.2418300654,44.160130719,4.90196078431,4.90196078431,6049.0
83,36005014500,155.0,73.8636363636,3.61931818182,844012.238636,33402.4545455,80.9097727273,67.0631818182,8079.47727273,1041.69318182,704.636363636,1.25,1952.53409091,2333.03409091,342.988636364,342.988636364,7360.0
84,36005014701,83.0,68.8333333333,5.77777777778,3189975.0,137778.555556,108.325555556,129.287222222,22559.8888889,266.0,0.0,1.66666666667,18905.2222222,1230.94444444,0.0,0.0,7023.0
85,36005014702,124.0,87.9333333333,7.06666666667,2533380.0,124519.6,67.1273333333,91.0166666667,12824.8666667,0.0,0.0,1.6,725.333333333,8200.0,107.333333333,107.333333333,5243.0
86,36005014900,192.0,66.4090909091,3.38636363636,347810.659091,14173.0284091,68.3625,39.4255681818,3884.5,0.0,102.005681818,1.06818181818,1389.94886364,2093.24431818,0.0,0.0,4348.0
87,36005015100,214.0,75.4688346883,2.77010840108,139683.699187,6611.48509485,56.9634417344,28.0234146341,1422.94850949,16.8265582656,70.1842818428,1.05420054201,557.33604336,416.691056911,33.6937669377,33.6937669377,5458.0
88,36005015200,101.0,73.6725490196,1.82815686275,71817.1254902,2334.58627451,42.4294313725,23.0995490196,527.452941176,0.0,0.0,1.24901960784,334.474509804,30.3529411765,0.0,0.0,2803.0
89,36005015300,163.0,58.0341614907,2.34239130435,166572.835404,5795.24534161,45.6864285714,32.8918322981,1014.85093168,0.0,10.8695652174,1.07763975155,512.5,158.748447205,135.074534161,135.074534161,4466.0
90,36005015500,49.0,57.1612903226,2.89247311828,649451.763441,15755.6344086,59.2797849462,59.6184946237,6475.75268817,0.0,10.752688172,1.11827956989,3086.61290323,1501.09677419,625.268817204,625.268817204,3178.0
91,36005015700,150.0,60.8936170213,2.64007092199,137616.131206,7735.5141844,57.8016312057,33.0469148936,2298.41489362,453.539007092,72.6843971631,1.07446808511,830.177304965,240.765957447,531.936170213,531.936170213,4054.0
92,36005015800,60.0,66.2980392157,2.06082352941,157893.031373,4283.34901961,45.1254117647,23.9833333333,1769.41176471,0.0,6.90196078431,1.20784313725,140.129411765,1391.17647059,30.7254901961,30.7254901961,1202.0
93,36005015900,76.0,63.58,3.52,1138684.38,29516.28,86.0016,58.1032,11360.28,0.0,0.0,1.16,2616.34,4683.6,165.0,165.0,1420.0
94,36005016000,61.0,66.9347581552,1.9894375703,32222.6062992,2249.32283465,39.4339032621,21.0073340832,83.3217097863,0.0,1.55230596175,1.23284589426,36.9415073116,32.7367829021,1.56242969629,1.56242969629,4274.0
95,36005016100,83.0,76.3786407767,3.31067961165,716886.786408,26346.5825243,90.3219417476,86.3904854369,9295.68932039,2526.10679612,705.563106796,1.06796116505,926.27184466,864.611650485,1938.24271845,1938.24271845,4140.0
96,36005016200,40.0,77.4293478261,1.95744565217,52340.1793478,2392.23641304,42.4597826087,22.7251358696,487.777173913,13.2336956522,0.0,1.35054347826,292.225543478,23.6413043478,0.0,0.0,1969.0
97,36005016300,15.0,58.5,0.75,8817187.5,11175.0,11.25,8.0,11175.0,0.0,250.0,1.5,10925.0,0.0,0.0,0.0,0.0
98,36005016400,32.0,87.1964912281,1.90087719298,64927.8175439,2412.89473684,43.9544210526,23.2177894737,637.49122807,0.0,1.40350877193,1.52280701754,128.550877193,313.943859649,25.2456140351,25.2456140351,885.0
99,36005016500,63.0,80.4285714286,2.80555555556,677597.206349,20238.5396825,91.7611111111,76.163015873,14662.3333333,5284.52380952,645.968253968,1.1746031746,4266.76190476,3052.25396825,1062.42857143,1062.42857143,1189.0
100,36005016600,68.0,69.7599206349,1.80464285714,56552.25,2360.85714286,40.7911706349,22.9000793651,386.751984127,0.0,11.8075396825,1.19444444444,182.839285714,104.404761905,0.912698412698,0.912698412698,2252.0
101,36005016700,83.0,65.5405405405,2.83558558559,786597.108108,18537.1711712,79.8716216216,61.2538738739,9084.27927928,1870.66666667,392.252252252,1.10810810811,2539.34234234,2621.81081081,1408.13513514,1408.13513514,2733.0
102,36005016900,48.0,38.2018348624,3.24770642202,346515.972477,12852.7889908,54.5365137615,34.1049541284,3813.40366972,127.19266055,0.0,1.09174311927,535.229357798,2634.96330275,133.027522936,133.027522936,1338.0
103,36005017100,20.0,95.0,2.27272727273,829063.181818,5894.90909091,64.4390909091,41.6209090909,1199.09090909,0.0,581.818181818,1.36363636364,372.727272727,244.545454545,0.0,0.0,0.0
104,36005017300,136.0,89.512345679,2.95061728395,243103.271605,10570.2037037,61.0298765432,42.3886419753,2135.44444444,0.0,0.0,1.07407407407,211.99382716,1500.36419753,73.5864197531,73.5864197531,6301.0
105,36005017500,278.0,84.7941176471,3.95882352941,380941.464706,17135.2352941,68.3712352941,51.1545882353,4259.23529412,0.0,0.0,1.03529411765,1512.45294118,2421.41176471,0.0,0.0,7004.0
106,36005017701,199.0,87.7967914439,3.27807486631,207506.57754,8642.41176471,61.5485561497,33.8577540107,1982.79144385,0.0,154.844919786,1.06417112299,1277.27272727,38.0106951872,0.0,0.0,4946.0
107,36005017702,179.0,97.6720779221,2.61931818182,95551.6558442,5312.77597403,55.5748051948,29.8500649351,866.162337662,0.0,50.788961039,1.0487012987,203.665584416,275.607142857,0.0,0.0,5388.0
108,36005017901,209.0,59.4393939394,4.40909090909,468082.333333,26611.6666667,68.3104545455,71.7145454545,1360.13636364,0.0,0.0,1.01515151515,0.0,470.363636364,0.0,0.0,4661.0
109,36005017902,122.0,89.972972973,4.24324324324,584292.513514,30247.1621622,82.5675675676,84.4845945946,1905.81081081,0.0,0.0,1.0,698.108108108,329.72972973,0.0,0.0,3600.0
110,36005018101,126.0,83.2666666667,2.71333333333,100466.526667,7579.09333333,67.6422,33.0698666667,539.593333333,0.0,3.79333333333,1.04666666667,6.26666666667,140.426666667,0.0,0.0,2921.0
111,36005018102,99.0,86.3488372093,5.09302325581,1197816.27907,49161.7906977,87.1493023256,117.418837209,9765.86046512,0.0,0.0,1.09302325581,5143.88372093,3358.13953488,0.0,0.0,5626.0
112,36005018301,167.0,81.4782608696,6.91304347826,1464622.34783,97374.173913,108.769130435,126.620869565,6121.7826087,0.0,1791.30434783,1.0,2461.04347826,0.0,0.0,0.0,4202.0
113,36005018302,69.0,90.743902439,3.99390243902,1342062.31707,31553.5243902,71.1873170732,54.2536585366,16574.4634146,0.0,1256.45121951,1.07317073171,8532.68292683,6462.24390244,0.0,0.0,4078.0
114,36005018400,105.0,76.8841394826,2.01689538808,47298.7300337,2300.27784027,41.9725534308,22.1117885264,252.883014623,0.564679415073,12.9403824522,1.23509561305,54.2733408324,61.3757030371,6.70978627672,6.70978627672,3676.0
115,36005018500,242.0,73.2134146341,2.97256097561,323703.789634,13627.6097561,73.1630487805,42.9879878049,5186.95121951,599.890243902,588.661585366,1.1006097561,1763.00914634,994.81097561,659.768292683,659.768292683,6885.0
116,36005018900,448.0,85.6566523605,3.4313304721,268106.639485,16397.7124464,63.6916738197,43.089055794,3719.59227468,585.278969957,1591.69098712,1.11158798283,285.566523605,900.145922747,5.79399141631,5.79399141631,8304.0
117,36005019300,297.0,66.6195652174,3.85326086957,518214.586957,28990.5652174,64.3995652174,56.1080434783,2984.25,0.0,294.847826087,1.15217391304,217.391304348,1789.36956522,193.402173913,193.402173913,5737.0
118,36005019400,79.0,74.0143678161,2.16235632184,172297.715517,4271.70689655,46.7023563218,25.6451149425,2091.0545977,0.0,8.84482758621,1.14655172414,262.548850575,1579.71264368,45.9166666667,45.9166666667,2231.0
119,36005019500,348.0,81.164556962,4.18987341772,776208.658228,44320.8481013,80.4960759494,98.2486075949,8416.79746835,0.0,3363.29113924,1.01265822785,2004.96202532,1824.64556962,0.0,0.0,7622.0
120,36005019700,229.0,83.1587301587,4.04761904762,1056491.84127,45954.5873016,98.8903174603,103.7,9582.84126984,0.0,375.825396825,1.12698412698,4291.98412698,2216.66666667,0.0,0.0,7104.0
121,36005019900,302.0,68.0653594771,3.50490196078,433219.084967,23213.627451,62.4659477124,59.9383006536,2479.39869281,0.0,673.169934641,1.22875816993,452.875816993,529.679738562,28.5424836601,28.5424836601,8015.0
122,36005020000,144.0,83.3578947368,2.22763157895,241529.723684,7178.05,58.4878421053,36.1753421053,3083.84473684,227.957894737,386.318421053,1.28947368421,1277.76315789,261.597368421,134.615789474,134.615789474,4722.0
123,36005020100,150.0,82.1666666667,3.64015151515,564099.606061,27467.5606061,66.6693939394,78.338030303,5019.96969697,0.0,282.636363636,1.10606060606,322.893939394,3408.1969697,27.2727272727,27.2727272727,4340.0
124,36005020200,99.0,86.0893617021,2.27446808511,82174.7191489,4179.13617021,50.2430212766,26.3513617021,547.323404255,72.7319148936,0.0,1.39574468085,90.0255319149,149.157446809,0.0,0.0,2232.0
125,36005020400,78.0,85.1221122112,2.32673267327,95697.6039604,4257.52475248,52.7305610561,24.7790759076,956.270627063,0.0,130.749174917,1.14521452145,531.501650165,181.138613861,0.0,0.0,3131.0
126,36005020501,206.0,43.814516129,3.85483870968,365857.153226,24385.4112903,62.247983871,42.3501612903,891.217741935,0.0,748.241935484,1.0564516129,70.435483871,63.5080645161,0.0,0.0,7030.0
127,36005020502,58.0,80.7592592593,2.84259259259,133428.925926,8432.62962963,51.452037037,31.2937654321,1257.85802469,92.5925925926,242.283950617,1.1049382716,678.641975309,133.166666667,0.0,0.0,2123.0
128,36005020601,58.0,85.9848942598,2.24622356495,74945.9728097,3611.50755287,50.4464652568,24.8513595166,452.540785498,21.501510574,5.74018126888,1.17220543807,68.501510574,78.329305136,4.45317220544,4.45317220544,2724.0
129,36005020900,150.0,83.0606060606,3.03787878788,767383.0,31172.4242424,91.0554545455,87.6881818182,8471.65151515,0.0,2314.36363636,1.07575757576,814.833333333,3737.37878788,393.939393939,393.939393939,4351.0
130,36005021001,262.0,80.4444444444,5.77777777778,20656670.2222,262443.111111,88.2222222222,203.777777778,136208.111111,0.0,34606.6666667,15.7777777778,7318.44444444,16876.2222222,8284.44444444,8284.44444444,9254.0
131,36005021002,59.0,88.6666666667,3.88888888889,10024516.6667,231248.333333,84.5555555556,171.833333333,104942.666667,2391.66666667,16555.5555556,9.88888888889,5277.33333333,10447.7777778,2391.66666667,2391.66666667,6416.0
